date,Adj Close
18/07/2013,43.064632
19/07/2013,42.729729
22/07/2013,42.935822
23/07/2013,42.867123
24/07/2013,42.807007
25/07/2013,43.030289
26/07/2013,42.824188
29/07/2013,42.97876
30/07/2013,43.150494
31/07/2013,43.038872
01/08/2013,43.038872
02/08/2013,43.5541
05/08/2013,43.562679
06/08/2013,43.33083
07/08/2013,43.150494
08/08/2013,43.356586
09/08/2013,43.262119
12/08/2013,43.124744
13/08/2013,43.382366
14/08/2013,43.090385
15/08/2013,42.472111
16/08/2013,42.351894
19/08/2013,42.300381
20/08/2013,42.635277
21/08/2013,42.609509
22/08/2013,42.935822
23/08/2013,42.901466
26/08/2013,42.841358
27/08/2013,42.154396
28/08/2013,42.30896
29/08/2013,42.412022
30/08/2013,42.145805
03/09/2013,42.326122
04/09/2013,42.686783
05/09/2013,42.738323
06/09/2013,42.952991
09/09/2013,43.193439
10/09/2013,43.442459
11/09/2013,43.597042
12/09/2013,43.648556
13/09/2013,43.760193
16/09/2013,43.828888
17/09/2013,44.069328
18/09/2013,44.653252
19/09/2013,44.713356
20/09/2013,44.533028
23/09/2013,44.292591
24/09/2013,44.155598
25/09/2013,43.97467
26/09/2013,44.224533
27/09/2013,44.026363
30/09/2013,43.750656
01/10/2013,43.966061
02/10/2013,44.034985
03/10/2013,43.716198
04/10/2013,43.914364
07/10/2013,43.57835
08/10/2013,42.906326
09/10/2013,42.940788
10/10/2013,43.561119
11/10/2013,43.94022
14/10/2013,44.276211
15/10/2013,44.000526
16/10/2013,44.577774
17/10/2013,44.750088
18/10/2013,45.18087
21/10/2013,45.267033
22/10/2013,45.439339
23/10/2013,45.38765
24/10/2013,45.516899
25/10/2013,45.628887
28/10/2013,45.84428
29/10/2013,46.13723
30/10/2013,46.042439
31/10/2013,45.878746
01/11/2013,45.913212
04/11/2013,46.119984
05/11/2013,46.111366
06/11/2013,46.344002
07/11/2013,45.749512
08/11/2013,46.145844
11/11/2013,46.300915
12/11/2013,46.326767
13/11/2013,46.757542
14/11/2013,47.041874
15/11/2013,47.257271
18/11/2013,46.972939
19/11/2013,47.03326
20/11/2013,46.869556
21/11/2013,47.274494
22/11/2013,47.438194
25/11/2013,47.386505
26/11/2013,47.550209
27/11/2013,47.696671
29/11/2013,47.765598
02/12/2013,47.541584
03/12/2013,47.429569
04/12/2013,47.386505
05/12/2013,47.265873
06/12/2013,47.619129
09/12/2013,47.765598
10/12/2013,47.541584
11/12/2013,47.093567
12/12/2013,46.99017
13/12/2013,46.87817
16/12/2013,47.188343
17/12/2013,47.007401
18/12/2013,47.679447
19/12/2013,47.756969
20/12/2013,48.075768
23/12/2013,48.339413
24/12/2013,48.434494
26/12/2013,48.745686
27/12/2013,48.667896
30/12/2013,48.667896
31/12/2013,48.858074
02/01/2014,48.49501
03/01/2014,48.399925
06/01/2014,48.209743
07/01/2014,48.59874
08/01/2014,48.581448
09/01/2014,48.555523
10/01/2014,48.659256
13/01/2014,47.984982
14/01/2014,48.538242
15/01/2014,48.780273
16/01/2014,48.806202
17/01/2014,48.676537
21/01/2014,48.866703
22/01/2014,48.745686
23/01/2014,48.382633
24/01/2014,47.379887
27/01/2014,46.999523
28/01/2014,47.085972
29/01/2014,46.679691
30/01/2014,47.025471
31/01/2014,46.809364
03/02/2014,45.711514
04/02/2014,46.065945
05/02/2014,45.936268
06/02/2014,46.498154
07/02/2014,47.224285
10/02/2014,47.328011
11/02/2014,47.838039
12/02/2014,47.941765
13/02/2014,48.252968
14/02/2014,48.460434
18/02/2014,48.633324
19/02/2014,48.278896
20/02/2014,48.641972
21/02/2014,48.538242
24/02/2014,48.806202
25/02/2014,48.745686
26/02/2014,48.90995
27/02/2014,49.0396
28/02/2014,49.100117
03/03/2014,48.633324
04/03/2014,49.454548
05/03/2014,49.324875
06/03/2014,49.359447
07/03/2014,49.221142
10/03/2014,49.307594
11/03/2014,49.186573
12/03/2014,49.203854
13/03/2014,48.555523
14/03/2014,48.408569
17/03/2014,48.90995
18/03/2014,49.342159
19/03/2014,48.987736
20/03/2014,49.048244
21/03/2014,48.788925
24/03/2014,48.693836
25/03/2014,48.861271
26/03/2014,48.453506
27/03/2014,48.288681
28/03/2014,48.410141
31/03/2014,48.869949
01/04/2014,49.347103
02/04/2014,49.477242
03/04/2014,49.286369
04/04/2014,48.531601
07/04/2014,48.115166
08/04/2014,48.141193
09/04/2014,48.809223
10/04/2014,47.906944
11/04/2014,47.317001
14/04/2014,47.67271
15/04/2014,48.080463
16/04/2014,48.635708
17/04/2014,48.731129
21/04/2014,48.835247
22/04/2014,49.104187
23/04/2014,48.869949
24/04/2014,48.913315
25/04/2014,48.548939
28/04/2014,48.904644
29/04/2014,49.164909
30/04/2014,49.234333
01/05/2014,49.303741
02/05/2014,49.190948
