month,Mkt-RF,SMB,HML,RMW,CMA,mom,Quality,BAB,RF
198806,4.79,2.16,-1.24,1.47,-3.37,-2.93,-0.038390958,-1.028684619,0.49
198807,-1.25,-0.21,2.22,-0.58,1.52,0.66,-0.452733896,1.074175291,0.51
198808,-3.31,-0.03,2.15,-0.82,1.76,0.35,-0.105217659,0.870871684,0.59
198809,3.3,-1.36,-0.75,1.76,-0.61,0.27,0.713916514,-2.754817172,0.62
198810,1.15,-2.95,2.05,1.3,1.03,1.33,0.881444081,-0.40000313,0.61
198811,-2.29,-1.65,1.41,-0.28,1.62,0.33,0.666448534,-2.499935485,0.57
198812,1.49,2.01,-1.69,0.69,-0.38,0.49,0.857843825,-3.160315357,0.63
198901,6.1,-2.31,0.6,-0.95,0.14,-0.16,-1.284497001,0.305511495,0.55
198902,-2.25,2.71,1.01,-0.87,1.81,0.99,-0.845364581,0.434296567,0.61
198903,1.57,0.68,0.58,0.05,0.72,3.51,-0.807761314,1.392849579,0.67
198904,4.33,-0.78,-1.42,0.71,-0.57,1.77,1.441553943,0.22652584,0.67
198905,3.35,-0.01,-0.88,0.49,-0.08,1.52,0.058485631,-1.228412562,0.79
198906,-1.35,-1.09,2.25,0.27,1.56,0.43,-0.37474235,1.298836677,0.71
198907,7.2,-4.15,-2.79,1.98,-0.58,5.41,1.268482666,0.161007799,0.7
198908,1.44,0.48,0.6,0.39,-0.58,-0.12,-0.15698221,0.177336142,0.74
198909,-0.76,0.49,-1.27,1.4,0.5,3.4,0.224102613,-0.570103349,0.65
198910,-3.67,-3.3,-1.11,0.11,-0.04,1.32,3.304191394,-0.189194962,0.68
198911,1.03,-1.29,-1.09,-0.86,1.41,2.6,0.826560687,0.620364363,0.69
198912,1.16,-2.27,0.16,-0.07,1.42,2.8,1.986615754,-1.513966233,0.61
199001,-7.85,-1.31,0.85,-1.17,1.35,-3.27,0.897700844,-0.785064646,0.57
199002,1.11,1.17,0.64,-0.03,-0.66,-0.55,-0.76350958,-1.922238653,0.57
199003,1.83,1.62,-2.92,2.04,-1.02,1.8,1.967888761,-0.847742474,0.64
199004,-3.36,-0.33,-2.59,1.78,-0.98,2.39,2.75955399,-3.148338805,0.69
199005,8.42,-2.35,-3.83,1.57,-1.68,3.03,0.092780786,-2.689663599,0.68
199006,-1.09,1.35,-1.93,-1.03,-0.39,2.4,1.551299033,0.696817968,0.63
199007,-1.9,-3.16,-0.03,-0.18,3.21,6.1,2.360573462,-0.214216724,0.68
199008,-10.15,-3.87,1.64,-0.35,2.96,1.88,1.635683797,-2.734324185,0.66
199009,-6.12,-3.74,0.64,0.06,3.67,5.78,4.3831022,-0.549846033,0.6
199010,-1.92,-5.12,0.1,2.97,-0.3,6.71,4.29580625,-4.733976962,0.68
199011,6.35,0.07,-3.1,0.65,-4.74,-5.48,-0.868566027,-5.686931872,0.57
199012,2.46,0.67,-1.7,2.73,-1.89,0.29,2.160331946,-1.844254752,0.6
199101,4.69,3.91,-1.6,1.28,-3.99,-6.45,-0.968756193,-6.654642016,0.52
199102,7.19,3.94,-0.58,-0.2,-0.33,-4.61,-3.274933605,1.071432818,0.48
199103,2.65,3.83,-1.39,-0.53,-1.06,2.87,-0.535465306,0.998554975,0.44
199104,-0.28,0.31,1.5,0.62,0.74,-2.36,0.035953101,4.320148726,0.53
199105,3.65,0.14,-0.52,2,-2.43,-0.11,-0.399333403,0.671224112,0.47
199106,-4.94,0.24,1.15,1.79,0.65,0.47,2.423014542,2.140808115,0.42
199107,4.24,-0.96,-1.32,1.6,-1.36,4.32,0.127613286,-0.175484694,0.49
199108,2.32,1.4,-0.78,0.84,-0.34,1.57,0.110051772,0.855692951,0.46
199109,-1.59,1.56,-1.08,-1.82,0.08,1.79,-1.005389905,2.414263711,0.46
199110,1.29,0.91,-0.47,-1.7,-0.23,3.06,-0.534525037,1.752390768,0.42
199111,-4.19,-0.83,-1.89,1.11,0.01,1.14,3.357059274,2.232509535,0.39
199112,10.84,-2.4,-4.17,3.55,-3.12,8.19,1.717991339,-3.665325401,0.38
199201,-0.59,9.18,4.71,-1.32,3.2,-2.49,-4.479880008,5.016307013,0.34
199202,1.09,1.33,6.47,0.08,2.19,-0.53,-1.111380938,3.589300059,0.28
199203,-2.66,-0.93,3.56,-0.01,1.95,-0.29,1.093619168,2.071819018,0.34
199204,1.07,-5.7,4.34,1.69,2.23,-2.58,1.090921507,-0.648418984,0.32
199205,0.3,0.21,1.19,-0.95,0.48,0.21,0.335624509,0.848832682,0.28
199206,-2.34,-2.73,3.24,-0.05,1.01,-0.58,1.149791379,1.300246497,0.32
199207,3.77,-0.62,-0.56,1.3,-0.91,1.56,1.11067586,1.03130042,0.31
199208,-2.38,-0.42,-1.1,3.72,-1.65,-0.51,3.279596712,0.775659276,0.26
199209,1.19,0.48,-0.26,1.64,-0.59,1.49,0.787009412,1.479686896,0.26
199210,1.02,2.07,-1.98,1.24,-0.79,2.48,1.508656401,-0.668851434,0.23
199211,4.13,3.94,-1.35,-0.68,-1.59,-0.15,-1.300223497,-0.721471024,0.23
199212,1.53,1.68,2.62,-0.48,0.84,4.31,-0.902396745,3.147989472,0.28
199301,0.93,1.93,5.94,-1.84,2.91,4.83,-3.861786549,7.575810725,0.23
199302,0.12,-3.45,6.42,-0.42,4.13,3.14,-1.738382605,5.619888272,0.22
199303,2.3,0.09,1.18,-0.15,0.9,3.73,-1.320767139,4.38901756,0.25
199304,-3.05,-0.85,2.49,-3.61,1.38,0.38,-2.524479061,4.618623587,0.24
199305,2.89,1.9,-3.42,-0.12,-1.04,0.22,-0.946151229,0.722143836,0.22
199306,0.31,0.13,2.75,-0.92,1.21,4.55,-2.162343672,3.315043176,0.25
199307,-0.34,0.95,2.85,-1.87,2.06,3.16,-1.306710321,3.34370021,0.24
199308,3.71,0.1,0.13,-1.54,-0.04,2.65,-0.437362845,1.990927312,0.25
199309,-0.12,2.98,-0.31,0.24,-0.16,3.37,-0.184563662,2.823225978,0.26
199310,1.41,1.89,-2.76,0.57,0.6,-2.72,-0.326641286,3.03966022,0.22
199311,-1.89,-1.27,-0.74,2.23,-0.94,-4.74,1.494339957,-3.726263368,0.25
199312,1.65,1.4,0.32,1.16,-0.34,2.36,0.186180925,1.063940437,0.23
199401,2.87,-0.06,1.15,-1.66,1.43,0,-2.475209689,3.246142927,0.25
199402,-2.55,2.67,-1.54,2.14,-1,-0.3,2.734351185,-1.447603569,0.21
199403,-4.78,-1.04,1.6,0.69,1.28,-1.27,1.524283736,-1.08041367,0.27
199404,0.68,-1.01,1.66,1.07,1.11,0.39,0.489840645,-1.530122876,0.27
199405,0.58,-2.56,0.67,0.6,0.68,-2.19,-0.14233248,0.58858577,0.31
199406,-3.03,-0.5,1.67,1.21,1.47,-0.87,1.469292531,1.188999183,0.31
199407,2.82,-1.85,0.58,-0.65,0.14,0.18,-0.651989681,-1.024283328,0.28
199408,4.01,1.37,-2.51,0.95,-1.47,1.55,1.777931401,-2.654043594,0.37
199409,-2.31,2.8,-1.89,0.52,0.93,1.31,1.638842557,3.467478479,0.37
199410,1.34,-2.3,-1.62,0.23,-0.68,1.49,3.115287038,-2.383657919,0.38
199411,-4.04,0.07,-0.7,0.42,-0.5,-0.18,2.76980003,-4.269348578,0.37
199412,0.86,0,-0.13,0.37,0.38,3.48,0.567736198,-3.498521853,0.44
199501,1.8,-3.06,2.57,0.17,-0.75,-1.81,0.461115446,0.868323789,0.42
199502,3.63,-0.54,1.08,0.59,-0.33,-0.39,-0.392708008,0.937903692,0.4
199503,2.19,-0.51,-2.15,-0.17,0.22,0.43,1.214866291,0.759087788,0.46
199504,2.11,-0.22,1.71,0.41,0.9,1.79,-0.111599044,0.869046918,0.44
199505,2.9,-2.19,2.29,0.39,0.04,-0.42,-0.211145915,0.896279777,0.54
199506,2.72,3.06,-2.54,-0.33,-2.44,2.93,-0.33874986,1.372733386,0.47
199507,3.72,2.09,-1.62,0.3,-1.65,2.56,-0.536920118,1.142220195,0.45
199508,0.55,1.75,2.79,-1.24,1.62,0.16,-2.143531931,2.971596395,0.47
199509,3.35,-1.88,-0.04,1.03,0.36,2.9,0.934189231,2.765475094,0.43
199510,-1.52,-4.04,-0.5,1.91,-0.05,4.16,4.32723832,-0.85786262,0.47
199511,3.96,-1.07,0.51,-0.62,1.12,-0.68,-0.294954423,-1.465366144,0.42
199512,1.03,0.72,0.22,-1.37,3.1,2.52,-0.942787845,1.760647771,0.49
199601,2.26,-2.56,0.38,0.18,2.31,0.54,-1.758119907,3.966330965,0.43
199602,1.33,1.77,-1.08,0.24,-1.9,0.59,0.891769429,0.425666739,0.39
199603,0.73,1.61,0.35,1.42,-0.95,-1.84,-0.734934769,2.20331242,0.39
199604,2.06,4.71,-4.02,-0.14,-2.11,-0.88,0.65553216,-0.382895055,0.46
199605,2.36,3.21,-0.83,0.12,-0.3,1.54,0.598248985,3.302772449,0.42
199606,-1.14,-3.65,2.35,3.51,1.22,0.98,1.718539242,3.014339267,0.4
199607,-5.97,-3.81,5.14,2.95,2.6,-0.16,2.134839127,-0.596641875,0.45
199608,2.77,2.57,-0.74,-0.37,-2.42,0.01,-0.321625402,0.680246729,0.41
199609,5.01,-1.39,-2.72,1.27,-2.22,2.7,2.005251254,0.872841806,0.44
199610,0.86,-3.77,4.94,1.4,3.25,3.79,1.010660244,2.85028502,0.42
199611,6.25,-3.8,1.39,2.12,-0.79,-2.37,1.612684727,0.492471013,0.41
199612,-1.7,3.25,1.31,0.37,1.49,0.63,-0.382299417,1.993735792,0.46
199701,4.99,-1.82,-1.42,1.19,-0.02,1.96,1.037975643,3.496264931,0.45
199702,-0.49,-2.59,5.67,0.67,3.47,-2.13,0.535323301,5.478271798,0.39
199703,-5.03,-0.43,3.39,0.5,1.66,0.9,0.949583738,2.55094579,0.43
199704,4.04,-5.7,0.07,3.26,-0.72,4.84,3.607587942,-1.891063069,0.43
199705,6.74,4.75,-4.13,-1.02,-2.96,-5.17,-0.032934034,-2.228091757,0.49
199706,4.1,1.19,1.58,0.56,0.66,2.6,1.022245386,5.382355995,0.37
199707,7.33,-2.77,0.26,0.07,-2.57,3.77,0.258283709,0.489146435,0.43
199708,-4.15,7.61,1.18,-1.11,-0.04,-2.56,-1.004004108,1.748532457,0.41
199709,5.35,2.49,0.37,-1.63,-0.91,1.47,-1.846435222,7.796715575,0.44
199710,-3.8,-0.52,2.27,1,1.94,-0.57,0.766248038,4.205577336,0.42
199711,2.98,-5.1,1.19,2.8,1.83,0.33,3.08710879,1.264943956,0.39
199712,1.32,-2.04,3.84,0.75,1.93,3.98,-0.151004414,6.218994628,0.48
199801,0.15,-1.36,-1.63,0.86,-0.73,0.14,1.429477219,-1.789182023,0.43
199802,7.04,0.2,-0.85,-0.31,-2.54,-1.12,-0.190760213,-0.301359974,0.39
199803,4.76,-0.65,1.39,-0.26,-0.37,2.15,-0.637980867,3.332051186,0.39
199804,0.73,-0.01,0.94,-1.69,-0.36,0.74,-0.377415259,2.726769866,0.43
199805,-3.07,-2.93,3.4,1.07,2.59,1.82,1.340179207,1.362251637,0.4
199806,3.18,-3.65,-1.97,-0.27,-2.97,7.28,1.51899497,-1.598821842,0.41
199807,-2.46,-5.27,-1.78,1.74,0.45,3.69,1.614771344,-0.697921154,0.4
199808,-16.08,-5.18,3.53,3.39,5.89,1.84,7.328618858,-1.29726361,0.43
199809,6.15,-0.77,-3.42,-1.89,-2.97,-0.81,-0.234537945,-4.164629622,0.46
199810,7.13,-3.43,-2.23,0.93,0.32,-5.37,0.017771438,-9.041154756,0.32
199811,6.1,0.74,-3.25,-0.85,-1.2,1.2,0.51598083,-3.94784179,0.31
199812,6.16,-1.57,-4.19,-0.75,-3.4,8.92,0.788017977,-3.27295009,0.38
199901,3.5,-0.74,-4.6,-2.79,-6.77,3.03,-2.703450686,-4.121536304,0.35
199902,-4.08,-5.23,1.92,-1.21,4.07,-0.1,-0.676304333,0.585178981,0.35
199903,3.45,-4.23,-2.74,-4.07,-1.41,-1.27,-2.397898821,-7.739663044,0.43
199904,4.33,4.53,2.46,-2.53,0.9,-9.04,-4.035559329,-0.591259779,0.37
199905,-2.46,3.71,2.35,0.93,3.33,-5.19,1.780129364,3.673364516,0.34
199906,4.77,2.29,-3.19,1.14,-3.23,5.06,1.299911558,-1.139891057,0.4
199907,-3.49,2.57,-0.44,0.36,3.22,1.66,2.257084448,-0.348641387,0.38
199908,-1.38,-1.73,-1.87,-0.24,0.64,3.12,2.846432662,-3.065288404,0.39
199909,-2.79,2.59,-3.5,-0.75,-1.23,6.47,1.050545306,-5.364824743,0.39
199910,6.12,-6.91,-3.37,-1.75,-1.19,5.5,-0.598978223,-2.833854124,0.39
199911,3.37,5.8,-6.11,-4.27,-1.75,5.64,-0.321584077,-12.34196394,0.36
199912,7.72,5.39,-8.32,-7.6,-5.63,13.22,-1.329706031,-11.75115939,0.44
200001,-4.74,4.44,-1.91,-6.31,4.75,1.92,-2.729494376,-0.614060723,0.41
200002,2.45,18.34,-9.7,-18.73,-0.36,18.2,-6.668116378,-13.84541395,0.43
200003,5.2,-15.35,8.17,11.82,-1.65,-6.83,4.553974273,-0.33444814,0.47
200004,-6.4,-5.01,7.26,7.66,5.65,-8.39,6.44212663,6.417340861,0.46
200005,-4.42,-3.84,4.81,4.17,1.3,-8.98,3.022067906,5.563288892,0.5
200006,4.64,9.93,-8.43,-8.32,-2.93,16.6,-2.893165618,-10.53881673,0.4
200007,-2.51,-1.03,8.3,5.82,2.95,-0.05,2.406815262,5.666416786,0.48
200008,7.03,-1.04,-1.38,-3.22,1.09,5.73,-2.459854352,-5.628379873,0.5
200009,-5.45,0.19,7.17,2.56,5.53,1.97,2.690762691,7.670158967,0.51
200010,-2.76,-2.64,5.7,9.6,3.82,-4.48,8.241837502,0.716557573,0.56
200011,-10.72,-0.6,12.32,13.09,8.39,-2.32,12.09924264,12.98765087,0.51
200012,1.19,3.26,7.61,1.72,4.78,6.74,-1.79731744,7.864488885,0.5
200101,3.13,5.5,-5.09,-4.7,-5,-25.3,-6.402914267,-16.20761515,0.54
200102,-10.05,2.82,12.48,9.11,9.05,12.57,6.524391094,14.98320496,0.38
200103,-7.26,2.33,6.42,3.36,3.91,8.55,4.281290475,10.13981579,0.42
200104,7.94,-0.86,-4.68,-3.07,-3.19,-7.9,-1.767985566,-5.175279539,0.39
200105,0.72,3.59,3.38,0.26,1.88,2.21,-1.57332751,6.257191756,0.32
200106,-1.94,6.57,-1.13,1.6,-1.5,0.38,1.983028373,3.148663065,0.28
200107,-2.13,-2.83,5.21,7.42,3.06,5.58,4.240086243,6.766864188,0.3
200108,-6.46,2.71,2.3,4.05,6.56,5.53,3.743313116,6.690330964,0.31
200109,-9.25,-5.73,1.45,5,3.2,11.48,5.829201927,4.926192394,0.28
200110,2.46,5.28,-7.66,-2.99,-4.54,-8.47,-0.476902917,-7.274329908,0.22
200111,7.54,-0.31,2.22,-3.72,-1.62,-8.69,-1.817210685,-6.612268842,0.17
200112,1.6,5.16,0.85,0.35,-0.27,0.07,-0.48477684,1.811610467,0.15
200201,-1.44,1.26,3.44,4.69,2.83,3.75,4.859219311,5.061327512,0.14
200202,-2.29,-0.36,2.16,8.06,5.11,6.82,3.416427356,9.537223105,0.13
200203,4.24,4.25,1.06,-1.78,0.57,-1.64,-2.074873103,3.001838399,0.13
200204,-5.2,6.72,3.88,4.56,5.38,7.63,2.554001929,12.80808002,0.15
200205,-1.38,-3.02,1.53,2.37,2.43,3.16,1.757873613,7.305364701,0.14
200206,-7.21,3.89,-0.03,3.93,2.49,6.03,3.494979958,7.947272162,0.13
200207,-8.18,-6.43,-3.85,3.79,-0.99,3.77,6.169296529,-1.446417812,0.15
200208,0.5,-1.3,3.29,1.36,-1.46,1.9,0.699099277,2.975704105,0.14
200209,-10.35,3.07,1.47,3.29,-2.19,9.13,4.327456955,5.435101614,0.14
200210,7.84,-4.3,-3.94,-3.4,0.77,-5.58,-0.153174873,-9.100556719,0.14
200211,5.96,2.93,-1.21,-9.21,5.17,-16.33,-8.897486404,-14.55548895,0.12
200212,-5.76,0.62,2.14,6.29,-1.68,9.64,4.261228403,12.08147092,0.11
200301,-2.57,0.72,-0.81,-1,0.71,1.55,-0.272556017,1.472115223,0.1
200302,-1.88,-0.93,-1.38,0.83,-0.61,1.17,2.479745498,1.765781623,0.09
200303,1.09,0.67,-1.91,1.85,-0.75,1.48,0.956124907,1.102544866,0.1
200304,8.22,1.04,1.17,-4.7,1.09,-9.33,-6.04644352,-3.543764337,0.1
200305,6.05,4.87,0.5,-7.06,2.99,-10.7,-7.15064378,-5.700015602,0.09
200306,1.42,1.68,0.15,0.48,-0.35,-1,-0.962243946,1.775395971,0.1
200307,2.35,4.54,-1.24,-4.15,1.77,-0.24,-2.176350255,0.489427127,0.07
200308,2.34,2.48,1.54,-2.24,2.13,-0.62,-1.252399224,0.084540354,0.07
200309,-1.24,0.55,0.15,1,0.35,-0.19,-0.131055861,1.790263972,0.08
200310,6.08,2.71,1.97,-1.35,1.54,3.99,-1.281368713,0.199452608,0.07
200311,1.35,2.33,1.78,0.19,1.8,1.46,0.408870546,4.54382925,0.07
200312,4.29,-2.49,1.61,0.57,0.94,-5.57,-1.953345738,6.233252146,0.08
200401,2.15,2.45,2.48,-3.67,3.38,2.58,-3.932160037,-1.540269937,0.07
200402,1.4,-0.93,0.91,2.18,-1.21,-1.14,0.37259642,5.329247109,0.06
200403,-1.32,2.1,0.28,1.56,-0.98,0.17,1.17732536,5.144990939,0.09
200404,-1.83,-2.01,-3.09,3.46,-2.84,-5.38,3.953513274,-0.041022982,0.08
200405,1.17,-0.38,-0.24,-1.18,0.02,1.5,-0.222629093,0.28324991,0.06
200406,1.86,2.56,1.19,1.2,-0.39,2.05,-0.020003711,2.446823742,0.08
200407,-4.06,-2.95,3.23,5.33,-1.66,-2.29,3.449227715,5.877011177,0.1
200408,0.08,-1.16,1,1.18,-1.44,-1.59,-0.124831951,2.589118782,0.11
200409,1.6,3.27,-0.01,-1.48,-1.89,5.49,-1.007650404,2.880295876,0.11
200410,1.43,0.19,-0.22,-0.52,0.49,-1.38,0.447522976,1.395500739,0.11
200411,4.54,4.11,1.42,-0.59,-0.21,3.16,-2.139351348,2.917292665,0.15
200412,3.43,-0.05,-0.22,-1.16,0.46,-2.87,-0.932320158,1.368755754,0.16
200501,-2.76,-1.18,2.06,2.73,-1.46,3.05,1.862473246,3.773566461,0.16
200502,1.89,-0.3,1.53,1.45,-0.05,3.37,0.554566901,3.259569514,0.16
200503,-1.97,-1.42,2.04,0.47,1.29,0.41,1.877094549,0.362046184,0.21
200504,-2.61,-3.98,0.06,0.97,-0.94,-0.69,1.408236377,1.153739583,0.21
200505,3.65,2.79,-0.64,-1,0.3,0.45,0.153704374,-2.145164914,0.24
200506,0.57,3.28,2.82,0.97,-0.51,2.05,-0.900855886,3.440506362,0.23
200507,3.92,2.8,-0.78,-1.22,-0.81,0.06,-0.798470437,1.445115695,0.24
200508,-1.22,-0.89,1.32,-2.05,0.36,2.08,-0.978013054,-0.010350638,0.3
200509,0.49,-0.35,0.72,0.27,-0.6,3.43,-0.764754342,-0.075051604,0.29
200510,-2.02,-1.45,0.43,-0.94,-1.3,-1.39,1.918610899,-2.482558985,0.27
200511,3.61,0.85,-1.18,-0.74,-1.14,0.35,-0.041946168,-0.305165149,0.31
200512,-0.25,-0.21,0.2,0.21,0.23,0.77,-1.832136575,1.082445274,0.32
200601,3.04,5.75,1.08,-0.64,-0.46,2.53,-2.099553019,0.538944715,0.35
200602,-0.3,-0.42,-0.35,-0.51,1.91,-1.84,-1.130460352,0.291927926,0.34
200603,1.46,3.4,0.59,0.09,-0.41,1.26,-0.669986879,0.696768952,0.37
200604,0.73,-0.84,2.34,1.8,0.01,0.64,-0.90746608,1.024098439,0.36
200605,-3.57,-2.85,2.42,1.15,1.46,-3.7,0.897421582,-0.054325434,0.43
200606,-0.35,-0.24,0.85,1.33,-0.07,1.54,0.955265386,-0.323191591,0.4
200607,-0.78,-3.64,2.62,1.63,0.9,-2.12,-0.069689479,1.660258866,0.4
200608,2.03,0.44,-2.06,-1.86,2.09,-3.38,-0.249511481,-0.869872435,0.42
200609,1.84,-1.46,0.08,0.82,0.6,-0.96,1.301796712,-0.581323344,0.41
200610,3.23,1.98,-0.3,-0.12,0.28,-0.2,-1.022531276,0.059299469,0.41
200611,1.71,0.71,0.14,0.15,-0.81,-1.03,-0.580502346,1.073451124,0.42
200612,0.87,-0.82,2.73,-0.72,2.06,0.79,-0.677284699,2.123418201,0.4
200701,1.4,0.08,-0.69,0.25,0.38,0.24,-0.25895671,1.053865412,0.44
200702,-1.96,1.28,-0.13,-0.51,-0.71,-1.35,-0.592124171,0.788260259,0.38
200703,0.68,0.19,-0.96,0.64,-0.65,2.56,0.249686358,-0.374766658,0.43
200704,3.49,-2.03,-1.46,1.15,1.04,-0.24,-0.096888296,0.43940823,0.44
200705,3.24,0.4,-0.65,1.58,-1.36,-0.34,0.588356057,-1.447370118,0.41
200706,-1.96,0.75,-1.07,0.53,0.08,0.51,1.167766502,0.391185117,0.4
200707,-3.73,-2.98,-3.72,0.2,-1.13,2.94,2.31498355,-0.979207161,0.4
200708,0.92,-0.37,-1.86,-1.21,-0.53,0.1,1.32451837,-3.364815502,0.42
200709,3.22,-2.43,-2.23,-0.52,-3.02,4.63,-0.721318584,1.109467905,0.32
200710,1.8,-0.03,-3.05,-0.3,-0.09,5.02,0.048927894,-0.107172622,0.32
200711,-4.83,-3.01,-0.95,1.89,-0.29,0.99,3.676884305,-4.362740794,0.34
200712,-0.87,0.15,-0.54,0.87,-1.04,6.63,1.898305059,-2.716950418,0.27
200801,-6.36,-0.66,3.98,2.14,2.14,-7.75,-1.006492958,-2.270862433,0.21
200802,-3.09,-0.66,-0.84,0.88,-0.93,6.1,2.168484744,2.110254509,0.13
200803,-0.93,0.56,0.3,0.79,0.5,4.27,2.07050228,-6.871868278,0.17
200804,4.6,-1.14,-1.04,1.63,-2.47,-0.31,-1.38367586,-2.144250636,0.18
200805,1.86,3.06,-1.49,0.93,-0.06,3.31,1.196464786,0.680201032,0.18
200806,-8.44,1.15,-2.67,4.96,-0.55,12.75,3.272268858,0.253791422,0.17
200807,-0.77,3.72,5.42,-1.37,1.08,-5.13,0.591016568,-6.934247031,0.15
200808,1.53,3.46,1.59,1.86,0.84,-4.02,2.474085025,-1.497681733,0.13
200809,-9.24,0.25,5.92,2.41,1.78,0.28,3.29019261,-9.206966982,0.15
200810,-17.23,-3.34,-2.3,3.04,2.05,7.85,8.530069592,-5.133257638,0.08
200811,-7.86,-3.89,-6.31,4.53,2.74,7.17,8.012123141,-3.556999581,0.03
200812,1.74,3.29,0.15,0.06,-1.49,-5.09,-0.203089786,-7.421819172,0
200901,-8.12,-2.13,-11.29,0.18,-1.16,-2.18,3.293216566,11.5164332,0
200902,-10.1,-1.33,-6.95,1.19,-1.02,4.41,5.353155322,-0.347924356,0.01
200903,8.95,0.68,3.48,-2.52,-2.24,-11.87,-3.103995953,-2.63413391,0.02
200904,10.18,7.13,5.36,1.31,0.13,-34.3,-6.941062737,-7.857194603,0.01
200905,5.21,-2.32,0.27,-0.78,-2.16,-12.49,-5.783800457,6.565004018,0
200906,0.43,2.29,-2.73,-1.41,-0.33,5.48,3.209130993,9.07418889,0.01
200907,7.72,2.39,4.84,-0.46,3.14,-5.55,-4.427461218,-3.653755268,0.01
200908,3.33,-0.09,7.63,-3.02,3.34,-9.07,-6.348229477,-2.387293777,0.01
200909,4.08,2.73,1.04,1.31,0.35,-4.79,-2.601691763,-0.38027998,0.01
200910,-2.59,-4.93,-4.2,4.17,-1.49,2.61,5.693545059,0.853821842,0
200911,5.56,-2.68,-0.34,1,0.12,0.3,-0.167091163,-1.193988718,0
200912,2.75,6.23,-0.17,1.02,-0.09,3.01,-0.388731283,0.976431967,0.01
201001,-3.36,0.34,0.43,-1.27,0.46,-5.4,-0.528918623,0.993977599,0
201002,3.4,1.51,3.23,-0.27,1.43,3.74,-0.709029252,0.761368762,0
201003,6.31,1.85,2.21,-0.65,1.69,3.76,-2.979995701,1.520979107,0.01
201004,2,4.98,2.89,0.69,1.72,3.16,-3.494108067,1.488063425,0.01
201005,-7.89,0.04,-2.44,1.3,-0.22,-0.25,2.447616483,-0.562226732,0.01
201006,-5.57,-2.47,-4.7,-0.16,-1.55,-2.76,2.623007559,2.305830537,0.01
201007,6.93,0.14,-0.33,0.27,1.98,1.88,-1.978210981,-2.344565544,0.01
201008,-4.77,-3.13,-1.93,0.58,-1.61,-0.06,1.178919019,1.637611714,0.01
201009,9.54,3.77,-3.18,-0.18,0.36,1.41,-0.291407404,-1.190062798,0.01
201010,3.88,0.86,-2.51,1.31,-0.33,1.58,0.201636439,2.015107397,0.01
201011,0.6,3.64,-0.92,0.38,1.63,2.66,-0.60298815,-0.519800282,0.01
201012,6.82,0.99,3.76,-3.52,3.21,-3.03,-4.598448055,-0.165227722,0.01
201101,1.99,-2.38,0.75,-0.65,0.77,-0.29,-0.781148484,3.006315963,0.01
201102,3.49,1.65,1.27,-1.93,0.87,1.99,-1.407359905,0.640168581,0.01
201103,0.46,2.63,-1.85,1.8,-0.05,3.4,1.232223582,0.424301383,0.01
201104,2.9,-0.5,-2.49,1.11,-0.86,0.04,1.385041668,0.555069866,0
201105,-1.27,-0.71,-2,1.91,-1.5,-0.62,2.829705628,1.42270306,0
201106,-1.75,0.13,-0.39,2.43,-1.51,1.78,2.724105975,0.413811674,0
201107,-2.35,-1.2,-0.9,2.68,-1.82,0.18,0.675859885,-0.416691906,0
201108,-5.99,-3.2,-2.36,3.3,-0.38,-0.28,6.093352805,0.75867435,0.01
201109,-7.59,-3.65,-1.72,2.04,0.26,-2.42,6.608330055,2.023515278,0
201110,11.35,3.46,0.1,-2.16,-0.86,-1.43,-4.247067562,-5.962537674,0
201111,-0.28,-0.27,-0.45,1.86,1.49,3.84,2.987779158,0.614012759,0
201112,0.74,-0.33,1.63,0.98,2.51,1.81,0.715714812,1.301640647,0
201201,5.05,2.05,-0.97,-2.01,-1.43,-7.91,-3.564327785,0.686836145,0
201202,4.42,-1.7,0.43,-0.48,-0.01,-0.29,-0.921155266,2.572071777,0
201203,3.11,-0.47,1.14,-0.54,0.74,1.3,0.550886017,3.940041571,0
201204,-0.85,-0.55,-0.78,1.3,0.65,3.75,0.420045851,2.900292369,0
201205,-6.19,-0.12,-1.06,2.08,2.32,6.49,3.081335736,2.330399141,0.01
201206,3.89,0.84,0.62,-1.09,0.46,-1.06,-0.708220257,1.070095751,0
201207,0.79,-2.8,-0.02,1.1,0.09,3.04,0.558056932,1.046077582,0
201208,2.55,0.45,1.3,-1.33,-0.86,-2.37,-0.479401562,-0.893224059,0.01
201209,2.73,0.61,1.6,-1.49,1.54,-1.14,-1.169276343,0.762470387,0.01
201210,-1.76,-0.9,3.59,-1.34,2.51,0.14,-2.212455099,1.990969794,0.01
201211,0.78,0.47,-0.84,0.6,0.84,0.49,1.249308313,-1.34293051,0.01
201212,1.18,1.91,3.51,-1.85,0.88,-2.86,-2.603806732,-1.072294895,0.01
201301,5.57,0.47,0.96,-1.93,1.42,-1.79,-2.098561322,4.387068118,0
201302,1.29,-0.25,0.11,-0.67,0.54,1.29,0.555177045,1.885035296,0
201303,4.03,0.86,-0.19,0.14,1.37,1.92,-0.453345684,2.342132183,0
201304,1.55,-2.25,0.45,0.27,0.37,0.22,-1.067107467,1.663132022,0
201305,2.8,2.09,2.63,-1.97,-0.91,-2.02,0.172316168,-1.495710503,0
201306,-1.2,1.56,0.03,-0.38,0.01,0.52,1.297478602,2.073629949,0
201307,5.65,1.8,0.57,-1.35,0.52,1.76,-1.076200906,1.807878297,0
