date,Adj Close
18/04/2013,45.117115
19/04/2013,45.117115
22/04/2013,45.117115
23/04/2013,46.26897
24/04/2013,45.684193
25/04/2013,45.905697
26/04/2013,45.870255
29/04/2013,46.136063
30/04/2013,45.93227
01/05/2013,45.896839
02/05/2013,46.100624
03/05/2013,46.623383
06/05/2013,46.552498
07/05/2013,46.570206
08/05/2013,46.800587
09/05/2013,46.809456
10/05/2013,46.915768
13/05/2013,47.039829
14/05/2013,47.447395
15/05/2013,47.606876
16/05/2013,47.403107
17/05/2013,47.30563
20/05/2013,47.243618
21/05/2013,47.447395
22/05/2013,47.190453
23/05/2013,47.084118
24/05/2013,47.110695
28/05/2013,47.323357
29/05/2013,46.685402
30/05/2013,46.720848
31/05/2013,46.074036
03/06/2013,45.81707
04/06/2013,45.790504
05/06/2013,45.161419
06/06/2013,45.4981
07/06/2013,46.260109
10/06/2013,46.171501
11/06/2013,45.958855
12/06/2013,45.4804
13/06/2013,46.056328
14/06/2013,46.100624
17/06/2013,46.20694
18/06/2013,46.401863
19/06/2013,45.958855
20/06/2013,44.470299
21/06/2013,44.691818
24/06/2013,44.408279
25/06/2013,44.806999
26/06/2013,45.205719
27/06/2013,45.692268
28/06/2013,45.692268
01/07/2013,45.781216
02/07/2013,45.692268
03/07/2013,45.745632
05/07/2013,46.199265
08/07/2013,46.457218
09/07/2013,46.777431
10/07/2013,46.795219
11/07/2013,47.658001
12/07/2013,47.764732
15/07/2013,47.871479
16/07/2013,47.684689
17/07/2013,47.907059
18/07/2013,48.129429
19/07/2013,48.342888
22/07/2013,48.405144
23/07/2013,48.325115
24/07/2013,48.156105
25/07/2013,48.520802
26/07/2013,48.636417
29/07/2013,48.56525
30/07/2013,48.467422
31/07/2013,48.422943
01/08/2013,48.832108
02/08/2013,49.06337
05/08/2013,48.921055
06/08/2013,48.743153
07/08/2013,48.56525
08/08/2013,48.618626
09/08/2013,48.494106
12/08/2013,48.360691
13/08/2013,48.405144
14/08/2013,48.004898
15/08/2013,47.177689
16/08/2013,46.955311
19/08/2013,46.875267
20/08/2013,47.106525
21/08/2013,46.786312
22/08/2013,47.150993
23/08/2013,47.284424
26/08/2013,47.186592
27/08/2013,46.510586
28/08/2013,46.608414
29/08/2013,46.848572
30/08/2013,46.697365
03/09/2013,46.964211
04/09/2013,47.142097
05/09/2013,47.088741
06/09/2013,47.133217
09/09/2013,47.471203
10/09/2013,47.800312
11/09/2013,47.915955
12/09/2013,48.02269
13/09/2013,48.253933
16/09/2013,48.591949
17/09/2013,48.707577
18/09/2013,49.294621
19/09/2013,49.285721
20/09/2013,48.974415
23/09/2013,48.645313
24/09/2013,48.470337
25/09/2013,48.229263
26/09/2013,48.425674
27/09/2013,48.398907
30/09/2013,48.104279
01/10/2013,48.514961
02/10/2013,48.541759
03/10/2013,48.077503
04/10/2013,48.425674
07/10/2013,48.113201
08/10/2013,47.488239
09/10/2013,47.309685
10/10/2013,48.184631
11/10/2013,48.738163
14/10/2013,48.889935
15/10/2013,48.702469
16/10/2013,49.497051
