date,Adj Close
20/10/2011,20.398596
21/10/2011,20.647943
24/10/2011,20.647943
25/10/2011,20.575542
26/10/2011,20.664026
27/10/2011,20.93751
28/10/2011,20.929464
31/10/2011,20.881205
01/11/2011,20.881205
02/11/2011,20.881205
03/11/2011,20.881205
04/11/2011,20.752506
07/11/2011,20.672071
08/11/2011,20.993814
09/11/2011,20.599676
10/11/2011,20.70425
11/11/2011,21.074251
14/11/2011,20.93751
15/11/2011,20.93751
16/11/2011,20.784679
17/11/2011,20.422718
18/11/2011,20.53533
21/11/2011,20.221626
22/11/2011,20.221626
23/11/2011,19.948149
25/11/2011,19.940096
28/11/2011,20.358374
29/11/2011,20.382502
30/11/2011,20.913376
01/12/2011,21.074251
02/12/2011,21.009903
05/12/2011,20.969681
06/12/2011,21.146646
07/12/2011,21.146646
08/12/2011,21.29143
09/12/2011,21.162733
12/12/2011,20.865124
13/12/2011,20.816862
14/12/2011,20.744465
15/12/2011,20.832941
16/12/2011,20.840986
19/12/2011,20.840986
20/12/2011,20.840986
21/12/2011,21.275337
22/12/2011,21.346338
23/12/2011,21.515751
27/12/2011,21.652897
28/12/2011,21.491545
29/12/2011,21.580284
30/12/2011,21.556084
03/01/2012,21.548018
04/01/2012,21.459274
05/01/2012,21.459274
06/01/2012,21.531885
09/01/2012,21.523819
10/01/2012,21.644833
11/01/2012,21.636757
12/01/2012,21.717434
13/01/2012,21.620628
17/01/2012,21.749706
18/01/2012,21.862646
19/01/2012,21.935247
20/01/2012,21.919121
23/01/2012,21.87878
24/01/2012,21.838448
25/01/2012,21.991728
26/01/2012,21.919121
27/01/2012,21.902981
30/01/2012,21.798103
31/01/2012,21.838448
01/02/2012,22.040129
02/02/2012,21.959454
03/02/2012,22.096603
06/02/2012,22.007866
07/02/2012,22.145004
08/02/2012,22.064333
09/02/2012,22.128876
10/02/2012,21.967522
13/02/2012,22.040129
14/02/2012,22.096603
15/02/2012,22.064333
16/02/2012,22.209545
17/02/2012,22.249886
21/02/2012,22.169203
22/02/2012,22.185341
23/02/2012,22.298286
24/02/2012,22.346693
27/02/2012,22.298286
28/02/2012,22.387032
29/02/2012,22.298286
01/03/2012,22.346693
02/03/2012,22.298286
05/03/2012,22.395098
06/03/2012,22.209545
07/03/2012,22.306351
08/03/2012,22.459635
09/03/2012,22.516102
12/03/2012,22.637121
13/03/2012,22.629051
14/03/2012,22.66939
15/03/2012,22.693584
16/03/2012,22.70166
19/03/2012,22.766195
20/03/2012,22.725861
21/03/2012,22.733927
22/03/2012,22.65325
23/03/2012,22.652447
26/03/2012,22.871193
27/03/2012,22.879282
28/03/2012,22.798277
29/03/2012,22.725357
30/03/2012,22.871193
02/04/2012,23.000818
03/04/2012,22.887392
04/04/2012,22.887392
05/04/2012,22.871193
09/04/2012,22.709152
10/04/2012,22.433697
11/04/2012,22.56333
12/04/2012,22.725357
13/04/2012,22.611931
16/04/2012,22.628143
17/04/2012,22.927896
18/04/2012,22.911699
19/04/2012,22.725357
20/04/2012,22.935999
23/04/2012,22.765869
24/04/2012,22.790169
25/04/2012,23.008923
26/04/2012,23.211458
27/04/2012,23.260069
30/04/2012,23.170946
01/05/2012,23.31678
02/05/2012,23.31678
03/05/2012,23.235765
04/05/2012,22.976507
07/05/2012,23.000818
08/05/2012,22.960308
09/05/2012,22.863085
10/05/2012,22.968409
11/05/2012,22.984615
14/05/2012,22.78207
15/05/2012,22.765869
16/05/2012,22.814478
17/05/2012,22.466099
18/05/2012,22.287865
21/05/2012,22.498508
22/05/2012,22.539017
23/05/2012,22.611931
24/05/2012,22.717257
25/05/2012,22.684851
29/05/2012,22.78207
30/05/2012,22.66864
31/05/2012,22.66864
01/06/2012,22.255457
04/06/2012,22.34458
05/06/2012,22.385084
06/06/2012,22.741562
07/06/2012,22.757765
08/06/2012,22.887392
11/06/2012,22.74966
12/06/2012,22.895496
13/06/2012,22.863085
14/06/2012,23.081823
15/06/2012,23.235765
18/06/2012,23.349188
19/06/2012,23.446407
20/06/2012,23.324886
21/06/2012,22.976507
22/06/2012,23.183504
25/06/2012,22.931862
26/06/2012,23.053629
27/06/2012,23.110455
28/06/2012,23.094213
29/06/2012,23.491974
02/07/2012,23.662447
03/07/2012,23.678671
05/07/2012,23.703028
06/07/2012,23.556915
09/07/2012,23.573147
10/07/2012,23.508202
11/07/2012,23.50009
12/07/2012,23.556915
13/07/2012,23.808554
16/07/2012,23.751734
17/07/2012,23.922197
18/07/2012,23.970903
19/07/2012,23.962786
20/07/2012,23.784199
23/07/2012,23.548792
24/07/2012,23.370209
25/07/2012,23.402683
26/07/2012,23.686789
27/07/2012,24.068314
30/07/2012,24.084539
31/07/2012,23.946554
01/08/2012,23.841022
02/08/2012,23.727373
03/08/2012,23.962786
06/08/2012,23.954668
07/08/2012,23.90597
08/08/2012,23.922197
09/08/2012,23.865377
10/08/2012,23.865377
13/08/2012,23.857256
14/08/2012,23.922197
15/08/2012,23.922197
16/08/2012,23.954668
17/08/2012,23.970903
20/08/2012,23.938429
21/08/2012,23.865377
22/08/2012,23.857256
23/08/2012,23.767967
24/08/2012,23.938429
27/08/2012,23.922197
28/08/2012,23.914078
29/08/2012,23.938429
30/08/2012,23.824783
31/08/2012,23.90597
04/09/2012,23.946554
05/09/2012,23.922197
06/09/2012,24.271248
07/09/2012,24.198187
10/09/2012,24.141373
11/09/2012,24.173838
12/09/2012,24.16572
13/09/2012,24.393011
14/09/2012,24.279366
17/09/2012,24.279366
18/09/2012,24.279366
19/09/2012,24.319954
20/09/2012,24.368664
21/09/2012,24.393011
24/09/2012,24.422415
25/09/2012,24.283566
26/09/2012,24.23455
27/09/2012,24.316233
28/09/2012,24.283566
01/10/2012,24.316233
02/10/2012,24.348902
03/10/2012,24.463261
04/10/2012,24.569447
05/10/2012,24.626621
08/10/2012,24.57761
09/10/2012,24.348902
10/10/2012,24.242718
11/10/2012,24.177378
12/10/2012,24.11203
15/10/2012,24.291731
16/10/2012,24.438751
17/10/2012,24.544939
18/10/2012,24.544939
19/10/2012,24.20188
22/10/2012,24.136534
23/10/2012,23.965012
24/10/2012,23.915995
25/10/2012,24.014017
26/10/2012,23.948666
31/10/2012,24.014017
01/11/2012,24.218214
02/11/2012,23.997679
05/11/2012,23.965012
06/11/2012,24.063025
07/11/2012,23.719973
08/11/2012,23.548433
09/11/2012,23.523935
12/11/2012,23.507599
13/11/2012,23.474924
14/11/2012,23.205385
15/11/2012,23.164532
16/11/2012,23.368742
19/11/2012,23.621948
20/11/2012,23.654617
21/11/2012,23.72813
23/11/2012,23.940504
26/11/2012,23.891491
27/11/2012,23.801643
28/11/2012,23.981339
29/11/2012,24.054859
30/11/2012,24.095695
03/12/2012,23.940504
04/12/2012,23.899662
05/12/2012,23.973171
06/12/2012,24.005848
07/12/2012,24.063025
10/12/2012,24.087524
11/12/2012,24.161041
12/12/2012,24.11203
13/12/2012,24.014017
14/12/2012,23.940504
17/12/2012,24.161041
18/12/2012,24.291731
19/12/2012,24.130581
20/12/2012,24.196354
21/12/2012,24.031919
24/12/2012,23.974375
26/12/2012,23.826385
27/12/2012,23.814863
28/12/2012,23.584532
31/12/2012,23.888901
02/01/2013,24.374247
03/01/2013,24.40715
04/01/2013,24.546995
07/01/2013,24.448282
08/01/2013,24.423603
09/01/2013,24.514088
10/01/2013,24.653938
11/01/2013,24.662163
14/01/2013,24.678616
15/01/2013,24.711525
16/01/2013,24.662163
17/01/2013,24.77733
18/01/2013,24.859589
22/01/2013,24.966534
23/01/2013,24.97476
24/01/2013,25.040573
25/01/2013,25.073479
28/01/2013,25.057022
29/01/2013,25.205093
30/01/2013,25.08993
31/01/2013,25.081703
01/02/2013,25.295576
04/02/2013,25.06525
05/02/2013,25.237999
06/02/2013,25.295576
07/02/2013,25.312037
08/02/2013,25.435432
11/02/2013,25.427202
12/02/2013,25.410746
13/02/2013,25.402521
14/02/2013,25.336712
15/02/2013,25.402521
19/02/2013,25.558819
20/02/2013,25.451881
21/02/2013,25.386074
22/02/2013,25.6164
25/02/2013,25.336712
26/02/2013,25.509464
27/02/2013,25.789154
28/02/2013,25.772701
01/03/2013,25.838509
04/03/2013,26.011265
05/03/2013,26.18401
06/03/2013,26.151108
07/03/2013,26.134659
08/03/2013,26.192236
11/03/2013,26.225142
12/03/2013,26.225142
13/03/2013,26.290951
14/03/2013,26.381447
15/03/2013,26.299183
18/03/2013,26.208694
19/03/2013,26.258051
20/03/2013,26.463699
21/03/2013,26.397892
22/03/2013,26.628233
25/03/2013,26.539053
26/03/2013,26.819799
27/03/2013,26.869345
28/03/2013,27.051001
